2018-04-30-14-47-59 Smart Handle = Otoscope
2018-04-30-14-47-59 Bluetooth Address = 00:06:66:83:89:6D
10.02,1.47,0.52,1.38,1.00,0.01,0.14,0.63,0.34,0.06,-81.99,5.67,216.79,27.56,255
10.21,1.35,0.67,1.13,1.01,0.01,0.14,0.64,0.34,0.06,-81.89,5.26,216.45,27.56,255
11.22,1.44,0.53,1.44,1.00,0.01,0.14,0.64,0.34,0.06,-81.80,4.66,217.02,27.56,255
12.22,1.36,0.20,1.42,1.00,0.01,0.15,0.63,0.34,0.06,-81.71,5.76,216.75,27.56,255
13.22,1.41,0.76,1.29,1.00,0.01,0.14,0.64,0.34,0.06,-81.82,4.70,216.49,27.56,255
22.98,1.15,0.62,1.38,1.00,0.01,0.14,0.63,0.34,0.06,-81.80,4.96,217.01,27.56,255
23.11,1.14,0.73,1.59,1.00,0.01,0.15,0.63,0.34,0.06,-81.71,5.31,216.74,27.56,255
24.12,1.29,0.88,1.28,1.00,0.01,0.14,0.63,0.34,0.05,-81.79,5.21,216.91,27.56,255
25.12,1.46,0.24,1.47,1.00,0.01,0.14,0.63,0.34,0.06,-81.76,4.54,216.88,27.56,255
26.12,1.56,0.58,1.24,1.00,0.01,0.15,0.63,0.34,0.06,-81.69,4.50,216.61,27.56,255
27.13,1.35,0.67,1.34,1.00,0.01,0.15,0.64,0.33,0.06,-81.65,5.35,216.22,27.56,255
28.13,1.27,0.64,1.38,1.00,0.01,0.15,0.62,0.33,0.06,-81.50,4.76,216.80,27.56,255
29.13,1.24,0.70,1.56,1.00,0.01,0.14,0.63,0.34,0.06,-81.77,4.98,216.77,27.56,255
30.14,1.31,0.38,1.32,1.01,0.01,0.15,0.63,0.34,0.06,-81.81,4.60,216.92,27.56,255
31.14,1.50,0.39,1.23,1.00,0.01,0.15,0.63,0.34,0.06,-81.42,4.51,216.83,27.56,255
32.31,1.50,0.61,1.21,1.00,0.01,0.15,0.63,0.34,0.06,-81.73,5.19,217.02,27.56,255
