2018-04-30-14-47-59 Smart Handle = Ophthalmoscope
2018-04-30-14-47-59 Bluetooth Address = 00:06:66:80:8C:08
16.50,-1.38,0.36,-1.89,0.95,-0.00,0.15,0.68,0.36,-0.15,-80.96,-0.65,216.52,25.98,255
16.76,-1.51,0.26,-1.70,0.95,-0.00,0.15,0.70,0.36,-0.15,-81.31,-0.07,216.19,25.66,255
17.76,-1.38,0.16,-1.73,0.95,-0.00,0.15,0.70,0.37,-0.16,-80.98,-0.32,216.43,26.30,255
18.77,-1.58,0.34,-1.97,0.95,-0.00,0.15,0.69,0.37,-0.15,-81.31,-0.07,216.65,6.34,255
19.77,-1.59,0.34,-1.73,0.95,0.00,0.15,0.70,0.36,-0.15,-81.17,0.14,216.02,24.08,255
20.79,-1.42,0.30,-1.74,0.96,-0.00,0.15,0.70,0.37,-0.15,-81.25,-0.76,216.31,25.03,255
33.51,-1.56,0.72,-1.59,0.95,-0.00,0.15,0.70,0.37,-0.16,-81.14,-1.15,216.28,25.66,255
34.09,-1.60,0.11,-1.79,0.95,0.00,0.15,0.70,0.36,-0.14,-81.19,0.31,216.05,25.66,255
35.10,-1.53,0.40,-2.04,0.95,-0.00,0.15,0.69,0.37,-0.15,-81.31,-0.62,216.63,25.98,255
36.10,-1.73,0.41,-1.83,0.95,-0.00,0.14,0.70,0.37,-0.16,-81.41,-0.05,216.31,25.98,255
37.10,-1.78,0.36,-1.70,0.96,-0.00,0.15,0.70,0.37,-0.15,-81.28,-0.10,216.40,25.98,255
38.11,-1.71,0.58,-1.91,0.95,-0.00,0.13,0.70,0.37,-0.15,-82.15,-0.74,216.65,25.98,255
39.11,-1.63,0.44,-1.54,0.96,-0.00,0.15,0.70,0.36,-0.17,-81.38,-0.27,216.14,25.98,255
