2018-04-24-11-44-14 Smart Handle = Otoscope
2018-04-24-11-44-14 Bluetooth Address = 00:06:66:83:89:6D
44.70,1.26,0.60,1.23,0.98,0.25,-0.05,0.59,-0.14,0.19,-75.27,100.56,175.15,3.17,255
45.74,1.44,0.41,0.82,0.98,0.25,-0.04,0.59,-0.14,0.19,-75.47,99.26,175.35,3.17,255
46.75,1.41,0.46,1.07,0.98,0.25,-0.04,0.59,-0.14,0.19,-75.38,100.00,175.40,3.17,255
47.75,1.51,0.69,1.23,0.98,0.25,-0.04,0.58,-0.14,0.19,-75.36,99.94,175.44,3.17,255
48.75,1.32,0.73,0.90,1.00,0.25,-0.04,0.59,-0.13,0.18,-75.66,99.40,175.71,3.17,255
49.76,1.12,0.54,1.10,0.98,0.25,-0.04,0.58,-0.14,0.19,-75.27,99.83,175.42,3.17,255
50.76,1.16,0.40,1.05,0.99,0.25,-0.05,0.58,-0.13,0.18,-75.34,100.23,175.62,3.17,255
51.76,1.20,0.43,0.67,0.99,0.25,-0.05,0.58,-0.13,0.19,-75.46,100.52,175.70,3.17,255
52.77,1.46,0.52,1.10,0.99,0.25,-0.05,0.59,-0.14,0.19,-75.42,100.44,175.37,3.17,255
53.77,1.28,0.37,0.96,0.98,0.25,-0.06,0.59,-0.14,0.18,-75.21,103.82,175.20,3.17,255
54.78,1.38,0.59,0.90,0.99,0.25,-0.04,0.59,-0.14,0.18,-75.41,99.98,174.87,3.17,255
55.78,1.29,0.73,0.83,0.99,0.25,-0.05,0.59,-0.14,0.18,-75.38,100.80,175.53,3.17,255
56.78,1.34,0.45,1.04,0.99,0.25,-0.05,0.58,-0.14,0.19,-75.51,100.61,175.45,3.17,255
57.79,1.33,0.67,1.02,0.99,0.25,-0.05,0.58,-0.14,0.18,-75.45,100.31,175.37,3.17,255
58.79,1.28,0.52,1.07,0.99,0.25,-0.05,0.58,-0.14,0.19,-75.46,100.34,175.34,3.17,255
59.80,1.31,0.57,1.16,0.98,0.25,-0.05,0.59,-0.14,0.18,-75.42,100.49,175.28,3.17,255
