0.00281596183777, 71
0.782436847687, 69
1.22778296471, 47
1.741106987, 71
2.19344782829, 49
2.63879084587, 49
3.05499792099, 49
3.49841094017, 49
3.9347717762, 71
4.40211486816, 49
4.86388683319, 18
5.29388785362, 11
5.74123692513, 11
6.17057991028, 11
6.63590478897, 16
7.08521795273, 13
7.62966299057, 71
8.09201979637, 49
8.60124397278, 49
9.05575084686, 49
9.48907184601, 49
9.91931080818, 71
10.3436357975, 49
10.7949810028, 49
11.2233598232, 71
11.6876528263, 51
12.1042308807, 71
12.5673007965, 49
13.0037379265, 49
13.5411689281, 71
13.9834668636, 71
14.4898509979, 71
14.9452519417, 70
15.436496973, 49
15.8979229927, 71
16.3681168556, 71
16.8423008919, 70
17.3188178539, 71
17.8093018532, 71
18.2817428112, 71
18.7260317802, 71
19.1383938789, 71
19.6528167725, 70
