===================== 
Scenario =  
Instrument = oto
This is a header line 
===================== 
TIM,0,GYR,8.63,-1.35,-7.36,ACC,-0.11,-0.86,0.53,MAG,0.05,-0.03,-0.08,PIT,6.34,ROL,-58.30,HEA,154.85,LUX,27.56,PRO,255,
TIM,0.00106310844421,GYR,5.91,1.10,-0.16,ACC,-0.06,-0.85,0.49,MAG,0.05,-0.02,-0.07,PIT,3.65,ROL,-60.06,HEA,164.12,LUX,27.88,PRO,255,
TIM,0.00177693367004,GYR,-3.13,-2.45,0.16,ACC,-0.07,-0.85,0.51,MAG,0.05,-0.02,-0.07,PIT,4.28,ROL,-59.08,HEA,167.53,LUX,27.56,PRO,255,
TIM,0.00245404243469,GYR,1.97,-1.08,0.32,ACC,-0.07,-0.86,0.51,MAG,0.05,-0.03,-0.07,PIT,4.17,ROL,-59.21,HEA,156.34,LUX,27.56,PRO,255,
TIM,0.00311803817749,GYR,-3.85,-2.82,-0.39,ACC,-0.07,-0.83,0.53,MAG,0.05,-0.03,-0.06,PIT,3.88,ROL,-57.29,HEA,155.71,LUX,27.56,PRO,255,
TIM,0.00383400917053,GYR,6.08,0.78,-1.73,ACC,-0.07,-0.88,0.50,MAG,0.06,-0.03,-0.07,PIT,3.87,ROL,-60.17,HEA,164.07,LUX,27.88,PRO,255,
TIM,0.00449895858765,GYR,-7.95,3.13,-1.37,ACC,-0.08,-0.85,0.54,MAG,0.05,-0.03,-0.07,PIT,4.38,ROL,-57.61,HEA,157.64,LUX,27.88,PRO,255,
TIM,0.00516605377197,GYR,12.88,-3.85,1.07,ACC,-0.04,-0.90,0.66,MAG,0.05,-0.03,-0.07,PIT,2.11,ROL,-53.81,HEA,157.10,LUX,27.88,PRO,255,
TIM,0.0058319568634,GYR,31.93,2.08,-3.25,ACC,-0.09,-0.95,0.47,MAG,0.05,-0.02,-0.06,PIT,4.85,ROL,-63.44,HEA,165.83,LUX,27.88,PRO,255,
TIM,0.00649309158325,GYR,4.98,-6.74,-0.04,ACC,-0.05,-0.84,0.60,MAG,0.06,-0.02,-0.07,PIT,2.53,ROL,-54.11,HEA,167.70,LUX,28.20,PRO,255,
