===================== 
Scenario =  
Instrument = ophthalmoscope
This is a header line 
===================== 
TIM,0,42,-0.11,PIT,1.67,ROL,120.04,HEA,294.98,LUX,43.09,PRO,31,
TIM,0.034166097641,GYR,-2.03,-1.46,0.15,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.70,ROL,119.94,HEA,294.68,LUX,43.09,PRO,33,
TIM,0.0557641983032,GYR,-1.96,-1.71,-0.18,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.58,ROL,120.25,HEA,294.82,LUX,43.09,PRO,31,
TIM,0.0771260261536,GYR,-1.97,-1.61,0.02,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.63,ROL,119.98,HEA,294.48,LUX,43.09,PRO,33,
TIM,0.0980951786041,GYR,-1.82,-1.50,0.10,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.42,-0.12,PIT,1.52,ROL,120.03,HEA,295.16,LUX,43.09,PRO,33,
TIM,0.117784023285,GYR,-2.04,-1.50,-0.11,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.11,PIT,1.71,ROL,120.07,HEA,294.96,LUX,42.77,PRO,32,
TIM,0.138525009155,GYR,-1.86,-1.35,0.02,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.60,ROL,120.13,HEA,295.09,LUX,42.77,PRO,33,
TIM,0.158316135406,GYR,-1.96,-1.35,-0.13,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.60,ROL,120.15,HEA,294.97,LUX,42.77,PRO,33,
TIM,0.178034067154,GYR,-1.85,-1.36,0.04,ACC,-0.03,0.88,-0.51,MAG,-0.11,0.41,-0.12,PIT,1.69,ROL,120.14,HEA,294.06,LUX,42.77,PRO,32,
TIM,0.197909116745,GYR,-1.78,-1.75,0.03,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.65,ROL,120.30,HEA,294.33,LUX,42.77,PRO,32,
TIM,0.218141078949,GYR,-2.00,-1.52,-0.01,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.73,ROL,120.24,HEA,294.61,LUX,42.77,PRO,33,
TIM,0.23880815506,GYR,-1.81,-1.61,-0.07,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.86,ROL,120.19,HEA,294.95,LUX,42.77,PRO,32,
TIM,0.258669137955,GYR,-1.81,-1.23,0.04,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.42,-0.12,PIT,1.66,ROL,120.14,HEA,294.92,LUX,42.77,PRO,34,
TIM,0.278271198273,GYR,-1.68,-1.45,-0.16,ACC,-0.03,0.88,-0.51,MAG,-0.12,0.41,-0.12,PIT,1.61,ROL,120.08,HEA,294.48,LUX,42.77,PRO,33,
